Accession,Isolate_ID,Originating_lab,Submitting_lab,Subtype
EPI463658 | V13-2228829,EPIISL144516,"Public Health Laboratory Services Branch, Centre for Health Protection","Public Health Laboratory Services Branch, Centre for Health Protection",H1N1pdm09
EPI463654 | V13-2226702,EPIISL144512,"Public Health Laboratory Services Branch, Centre for Health Protection","Public Health Laboratory Services Branch, Centre for Health Protection",H1N1pdm09
EPI463651 | V13-2226454,EPIISL144509,"Public Health Laboratory Services Branch, Centre for Health Protection","Public Health Laboratory Services Branch, Centre for Health Protection",H1N1pdm09
EPI462805 | 2013761575_238292_v1_4,EPIISL144292,Instituto Adolfo Lutz,Centers for Disease Control and Prevention,H1N1pdm09
EPI462099 | a-ukraine-5932-2013h1M,EPIISL144087,Ministry of Health of Ukraine,National Institute for Medical Research,H1N1pdm09
EPI462085 | a-ukraine-5808-2013h1F,EPIISL144080,Ministry of Health of Ukraine,National Institute for Medical Research,H1N1pdm09
EPI462081 | a-ukraine-5803-2013h1F,EPIISL144078,Ministry of Health of Ukraine,National Institute for Medical Research,H1N1pdm09
EPI462077 | a-ukraine-5799-2013h1F,EPIISL144076,Ministry of Health of Ukraine,National Institute for Medical Research,H1N1pdm09
EPI462075 | a-ukraine-5798-2013h1F,EPIISL144075,Ministry of Health of Ukraine,National Institute for Medical Research,H1N1pdm09
EPI462063 | a-ukraine-156-2013h1F,EPIISL144069,Institute of Epidemiology and Infectious Diseases AMS of Ukraine,National Institute for Medical Research,H1N1pdm09
EPI462059 | a-tbilisi-749-2013h1M,EPIISL144067,National Centre for Disease Control and Public Health,National Institute for Medical Research,H1N1pdm09
EPI462057 | a-tbilisi-21-2013h1J,EPIISL144066,National Centre for Disease Control and Public Health,National Institute for Medical Research,H1N1pdm09
EPI462045 | a-moldova-317-2013h1M,EPIISL144060,National Centre for Preventive Medicine,National Institute for Medical Research,H1N1pdm09
EPI462043 | a-kobuleti-860-2013h1M,EPIISL144059,National Centre for Disease Control and Public Health,National Institute for Medical Research,H1N1pdm09
EPI462019 | a-belgrade-125-2013h1J,EPIISL144046,Institute of Immunology and Virology Torlak,National Institute for Medical Research,H1N1pdm09
EPI460823 | 2013761493_237870_v1_4,EPIISL143679,US NAMRU-6,Centers for Disease Control and Prevention,H1N1pdm09
EPI460813 | 2013761484_238220_v1_4,EPIISL143677,US NAMRU-6,Centers for Disease Control and Prevention,H1N1pdm09
EPI460807 | 2013761494_238026_v1_4,EPIISL143675,US NAMRU-6,Centers for Disease Control and Prevention,H1N1pdm09
EPI460723 | a-timis-134705-2013h1F,EPIISL143651,Cantacuzino Institute,National Institute for Medical Research,H1N1pdm09
EPI460709 | a-slovenia-941-2013h1F,EPIISL143644,"Laboratory for Virology, National Institute of Public Health",National Institute for Medical Research,H1N1pdm09
EPI460705 | a-slovenia-505-2013h1F,EPIISL143642,"Laboratory for Virology, National Institute of Public Health",National Institute for Medical Research,H1N1pdm09
EPI460701 | a-slovenia-1552-2013h1A,EPIISL143640,"Laboratory for Virology, National Institute of Public Health",National Institute for Medical Research,H1N1pdm09
EPI460692 | a-salamanca-83-2013h1M,EPIISL143635,Universidad de Valladolid,National Institute for Medical Research,H1N1pdm09
EPI460688 | a-salamanca-17-2013h1J,EPIISL143633,Universidad de Valladolid,National Institute for Medical Research,H1N1pdm09
EPI460686 | a-st_petersburg-3-2013h1F,EPIISL143632,WHO National Influenza Centre Russian Federation,National Institute for Medical Research,H1N1pdm09
EPI460658 | a-hormozgan-30318-2012h1D,EPIISL143618,Tehran University of Medical Sciences,National Institute for Medical Research,H1N1pdm09
EPI459774 | 2013761437_237815_v1_4,EPIISL143248,Caribbean Epidemiology Center,Centers for Disease Control and Prevention,H1N1pdm09
EPI457462 | 2013763287_237930_v1_4,EPIISL142868,Tennessee Department of Health Laboratory-Nashville,Centers for Disease Control and Prevention,H1N1pdm09
EPI457500 | 2013761385_237780_v1_4,EPIISL142864,Georgia Public Health Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI457445 | 2013760052_237057_v1_4,EPIISL142861,State of Hawaii Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI457302 | A/Nizhny Novgorod/RII02/2013,EPIISL142799,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,H1N1pdm09
EPI457300 | A/Nizhny Novgorod/RII01/2013,EPIISL142798,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,H1N1pdm09
EPI457296 | A/Ekaterinburg/RII11/2013,EPIISL142796,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,H1N1pdm09
EPI457280 | A/Ekaterinburg/RII09/2013,EPIISL142792,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,H1N1pdm09
EPI457279 | A/Ekaterinburg/RII02/2013,EPIISL142791,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,H1N1pdm09
EPI456880 | A/Alicante/33587939/2013,EPIISL142640,Subdirección General de Epidemiología y Vigilancia de la Salud,Hospital Clínic de Barcelona,H1N1pdm09
EPI456678 | A/Saint-Petersburg/RII01/2013,EPIISL142634,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,H1N1pdm09
EPI454430 | 2013760176_237056_v1_4,EPIISL142572,Instituto de Salud Publica de Chile ,Centers for Disease Control and Prevention,H1N1pdm09
EPI453645 | A/Catalonia/5875S/2013,EPIISL142318,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453639 | A/Catalonia/6066S/2013,EPIISL142315,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453637 | A/Catalonia/6194S/2013,EPIISL142314,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453629 | A/Catalonia/6187S/2013,EPIISL142310,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453627 | A/Catalonia/6191S/2013,EPIISL142309,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453625 | A/Catalonia/6195S/2013,EPIISL142308,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453285 | A/Catalonia/6232S/2013,EPIISL142212,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453279 | A/Catalonia/6246S/2013,EPIISL142209,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453275 | A/Catalonia/6254S/2013,EPIISL142207,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI453269 | A/Catalonia/2089150NS/2013,EPIISL142204,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI450773 | a-ramallah-100-2013h1J,EPIISL141731,Central Public Health Laboratory,National Institute for Medical Research,H1N1pdm09
EPI450759 | a-jericho-18-2012csh1D,EPIISL141724,Central Public Health Laboratory,National Institute for Medical Research,H1N1pdm09
EPI450755 | a-ramallah-43-2013h1J,EPIISL141722,Central Public Health Laboratory,National Institute for Medical Research,H1N1pdm09
EPI450733 | a-thessaloniki-75-2013h1F,EPIISL141711,Aristotelian University of Thessaloniki,National Institute for Medical Research,H1N1pdm09
EPI450531 | A/Sweden/3/2013,EPIISL141603,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI450490 | 13S0537,EPIISL141597,Laboratorio De Saude Publico,WHO Collaborating Centre for Reference and Research on Influenza,H1N1pdm09
EPI450302 | 13S0529,EPIISL141560,Queensland Health Scientific Services,WHO Collaborating Centre for Reference and Research on Influenza,H1N1pdm09
EPI450282 | 13S0287,EPIISL141555,"WHO National Influenza Centre, National Institute of Medical Research (NIMR)",WHO Collaborating Centre for Reference and Research on Influenza,H1N1pdm09
EPI450228 | 13S0639,EPIISL141542,Queensland Health Scientific Services,WHO Collaborating Centre for Reference and Research on Influenza,H1N1pdm09
EPI450214 | 2013703345_235104_v1_4,EPIISL141539,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,H1N1pdm09
EPI447185 | 2013759879_236762_v1_4,EPIISL140999,Russian Academy of Medical Sciences,Centers for Disease Control and Prevention,H1N1pdm09
EPI445642 | a-tulkarene-28-2012h1D,EPIISL140274,Central Public Health Laboratory,National Institute for Medical Research,H1N1pdm09
EPI445622 | a-stpetersburg-33-2013h1F,EPIISL140267,WHO National Influenza Centre Russian Federation,National Institute for Medical Research,H1N1pdm09
EPI445593 | a-nablus-46-2012h1D,EPIISL140260,Central Public Health Laboratory,National Institute for Medical Research,H1N1pdm09
EPI445539 | a-catalonia-5737S-2013h1J,EPIISL140247,"Barcelona, Facultad de Medicina",National Institute for Medical Research,H1N1pdm09
EPI445529 | a-beithlehem-32-2012h1D,EPIISL140242,Central Public Health Laboratory,National Institute for Medical Research,H1N1pdm09
EPI443631 | 2013702698_236127_v1_4,EPIISL139902,New Mexico Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI443614 | 2013759798_236038_v1_4,EPIISL139896,National Public Health Laboratory,Centers for Disease Control and Prevention,H1N1pdm09
EPI441616 | A/Catalonia/6027S/2013,EPIISL139256,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI441614 | A/Catalonia/6054S/2013,EPIISL139255,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI440935 | 2013758689_234872_v1_4,EPIISL139113,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,H1N1pdm09
EPI439515 | 2013704077_234162_v1_4,EPIISL138729,"Central Public Health Laboratory, Ministry of Health",Centers for Disease Control and Prevention,H1N1pdm09
EPI439465 | 2013704079_234170_v1_4,EPIISL138727,"Central Public Health Laboratory, Ministry of Health",Centers for Disease Control and Prevention,H1N1pdm09
EPI439360 | 132871.4,EPIISL138697,Cantacuzino Institute,Cantacuzino Institute,H1N1pdm09
EPI439254 | 2013758287_232542_v1_4,EPIISL138672,Government Virus Unit,Centers for Disease Control and Prevention,H1N1pdm09
EPI439302 | 133997.4,EPIISL138636,Cantacuzino Institute,Cantacuzino Institute,H1N1pdm09
EPI439289 | 132507.4,EPIISL138635,Cantacuzino Institute,Cantacuzino Institute,H1N1pdm09
EPI439287 | 132231.4,EPIISL138634,Cantacuzino Institute,Cantacuzino Institute,H1N1pdm09
EPI439285 | 131915.4,EPIISL138633,Cantacuzino Institute,Cantacuzino Institute,H1N1pdm09
EPI438813 | a-ghana-DILI-1218-2012h1D,EPIISL138530,University of Ghana,National Institute for Medical Research,H1N1pdm09
EPI438474 | A/Stockholm/3/2013,EPIISL138304,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI438472 | A/Malmoe/4/2013,EPIISL138303,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI438468 | A/Malmoe/2/2013,EPIISL138301,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI432620 | 2013702176_229333_v1_4,EPIISL137434,National Influenza Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI431516 | A/Catalonia/2076890NS/2013,EPIISL137282,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI431508 | A/Catalonia/5963S/2013,EPIISL137278,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI431500 | A/Catalonia/5955S/2013,EPIISL137274,Hospital Clínic,Hospital Clínic de Barcelona,H1N1pdm09
EPI426450 | 2013702216_232333_v1_4,EPIISL136466,National Influenza Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI426007 | a-norway-2388-2012h1N,EPIISL136348,WHO National Influenza Centre,National Institute for Medical Research,H1N1pdm09
EPI426004 | a-norway-2259-2012h1N,EPIISL136346,WHO National Influenza Centre,National Institute for Medical Research,H1N1pdm09
EPI425987 | a-israel-28-2013h1J,EPIISL136337,Central Virology Laboratory Israel (NIC),National Institute for Medical Research,H1N1pdm09
EPI425985 | a-israel-18-2013h1J,EPIISL136336,Central Virology Laboratory Israel (NIC),National Institute for Medical Research,H1N1pdm09
EPI425983 | a-israel-11-2012h1D,EPIISL136335,Central Virology Laboratory Israel (NIC),National Institute for Medical Research,H1N1pdm09
EPI425972 | a-estonia-74192-2013h1J,EPIISL136329,Health Protection Inspectorate,National Institute for Medical Research,H1N1pdm09
EPI425970 | a-dolj-132523-2013h1J,EPIISL136328,Cantacuzino Institute,National Institute for Medical Research,H1N1pdm09
EPI422633 | 2013702210_231725_v1_4,EPIISL135826,National Influenza Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI422630 | 2013702162_231445_v1_4,EPIISL135825,National Influenza Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI422610 | 2013758217_231757_v1_4,EPIISL135818,U.S. Air Force School of Aerospace Medicine,Centers for Disease Control and Prevention,H1N1pdm09
EPI422580 | 2013704837_231561_v1_4,EPIISL135808,Alaska State Virology Lab,Centers for Disease Control and Prevention,H1N1pdm09
EPI418787 | A/Karlstad/1/2012,EPIISL134937,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI418664 | A/Orebro/2/2012,EPIISL134915,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI418380 | A/Stockholm/45/2012,EPIISL134873,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI418377 | A/Stockholm/44/2012,EPIISL134872,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI418136 | 2013702138_230375_v1_4,EPIISL134830,New York City Department of Health,Centers for Disease Control and Prevention,H1N1pdm09
EPI439513 | 2013700713_225410_v1_4,EPIISL134762,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,H1N1pdm09
EPI417562 | NIPH2012-2620.4,EPIISL134577,,Norwegian Institute of Public Health,H1N1pdm09
EPI417561 | NIPH2012-2530.4,EPIISL134576,"Ostfold Hospital - Fredrikstad, Dept. of Microbiology",Norwegian Institute of Public Health,H1N1pdm09
EPI417558 | NIPH2012-2411.4,EPIISL134573,Aalesund sjukehus,Norwegian Institute of Public Health,H1N1pdm09
EPI417468 | V12-2810096,EPIISL134535,"Public Health Laboratory Services Branch, Centre for Health Protection","Public Health Laboratory Services Branch, Centre for Health Protection",H1N1pdm09
EPI417132 | a-lisboa-42-2013h1J,EPIISL134404,Instituto Nacional de Saude,National Institute for Medical Research,H1N1pdm09
EPI417112 | a-athens_gr-1-2013h1J,EPIISL134394,Hellenic Pasteur Institute,National Institute for Medical Research,H1N1pdm09
EPI417052 | A/Centre/1976/2012,EPIISL134353,Institut Pasteur,Institut Pasteur,H1N1pdm09
EPI417040 | A/Strasbourg/1864/2012,EPIISL134347,Institut Pasteur,Institut Pasteur,H1N1pdm09
EPI416429 | a-norway-51-2013h1D,EPIISL134130,WHO National Influenza Centre,National Institute for Medical Research,H1N1pdm09
EPI416419 | a-norway-2552-2012h1D,EPIISL134125,WHO National Influenza Centre,National Institute for Medical Research,H1N1pdm09
EPI416403 | a-lyon-2757-2012h1D,EPIISL134117,CRR virus Influenza region Sud,National Institute for Medical Research,H1N1pdm09
EPI416401 | a-lyon-2-2012h1D,EPIISL134116,CRR virus Influenza region Sud,National Institute for Medical Research,H1N1pdm09
EPI416399 | a-limoges-26-2013h1J,EPIISL134115,CRR virus Influenza region Sud,National Institute for Medical Research,H1N1pdm09
EPI416397 | a-england-576-2012S2h1O,EPIISL134114,Health Protection Agency,National Institute for Medical Research,H1N1pdm09
EPI416320 | A/Indonesia/NIHRDI-DPS0818/2012,EPIISL134076,National Institute of Health Research and Development,National Institute of Health Research and Development,H1N1pdm09
EPI414282 | A/Indonesia/NIHRDI-TGR521/2012,EPIISL133743,National Institute of Health Research and Development,National Institute of Health Research and Development,H1N1pdm09
EPI409912 | 2013701347_227663_v1_4,EPIISL133160,NAMRU-6,Centers for Disease Control and Prevention,H1N1pdm09
EPI409903 | 2013701342_227658_v1_4,EPIISL133157,NAMRU-6,Centers for Disease Control and Prevention,H1N1pdm09
EPI407955 | a-norway-2144-2012csh1O,EPIISL132858,WHO National Influenza Centre,National Institute for Medical Research,H1N1pdm09
EPI407377 | 2013700725_225422_v1_4,EPIISL132702,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,H1N1pdm09
EPI406938 | A/Formosa/V1992/2012,EPIISL132477,Servicio de Virosis Respiratorias INEI ANLIS Carlos G. Malbran,Malbran,H1N1pdm09
EPI406934 | A/Tucuman/A8/2012,EPIISL132472,Servicio de Virosis Respiratorias INEI ANLIS Carlos G. Malbran,Malbran,H1N1pdm09
EPI406231 | A/Denmark/70/2012_HA,EPIISL132247,Statens Serum Institute,Statens Serum Institute,H1N1pdm09
EPI406035 | 2013700888_226019_v1_4,EPIISL132103,"WHO National Influenza Centre, National Institute of Medical Research (NIMR)",Centers for Disease Control and Prevention,H1N1pdm09
EPI406026 | 2013700834_225894_v1_4,EPIISL132100,Tennessee Department of Health Laboratory-Nashville,Centers for Disease Control and Prevention,H1N1pdm09
EPI405856 | a-yopougon-GR553-2012h1Y,EPIISL131990,Pasteur Institut of Côte d'Ivoire,National Institute for Medical Research,H1N1pdm09
EPI405847 | a-tucuman-A480-2012h1G,EPIISL131985,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,H1N1pdm09
EPI405843 | a-tucuman-59232-2012h1L,EPIISL131983,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,H1N1pdm09
EPI405841 | a-tucuman-58254-2012h1G,EPIISL131982,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,H1N1pdm09
EPI405825 | a-salta-1122-2012h1L,EPIISL131974,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,H1N1pdm09
EPI405815 | a-neuquen-1182332-2012h1G,EPIISL131969,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,H1N1pdm09
EPI405807 | a-misiones-6592-2012h1G,EPIISL131965,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,H1N1pdm09
EPI405082 | A/Stockholm/42/2012,EPIISL131859,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI404895 | A/Stockholm/34/2012,EPIISL131802,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI404834 | 2012825725_224220_v1_4,EPIISL131795,CENETROP,Centers for Disease Control and Prevention,H1N1pdm09
EPI404817 | 2013700230_224709_v1_4,EPIISL131789,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,H1N1pdm09
EPI399710 | A/Stockholm/33/2012,EPIISL130233,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI399707 | A/Stockholm/32/2012,EPIISL130232,,Swedish Institute for Infectious Disease Control,H1N1pdm09
EPI397808 | 2012825731_224221_v1_4,EPIISL129725,CENETROP,Centers for Disease Control and Prevention,H1N1pdm09
